image_name,comment_number,comment,,,,,,,
126772535.jpg,0, bald man in what looks like to be a lab with a lady watching as he is mixing some liquids in clear cup containers,,,,,,,
126772535.jpg,1, A man is a white lab coat with safety glass pouring liquid from one glass to another while a woman looks on .,,,,,,,
126772535.jpg,2, Man wearing protective eye gear performs a science experiment while woman watches .,,,,,,,
126772535.jpg,3, man with goggles and robe pouring items from glass and boy looks on,,,,,,,
126772535.jpg,4, Two scientists pouring fluid from one beaker to another .,,,,,,,
126823727.jpg,0, A young bearded man in a gray hooded sweatshirt stirs a pot with a wooden spoon .,,,,,,,
126823727.jpg,1, A man in a gray hooded sweatshirt is preparing food .,,,,,,,
126823727.jpg,2, A tall man stirring a pot of food on a stove .,,,,,,,
126823727.jpg,3, The man in a blue sweatshirt is in a kitchen .,,,,,,,
126823727.jpg,4, A man is a kitchen cooking .,,,,,,,
126824259.jpg,0, A woman wearing a blue sweater sits at a table with a colorful tablecloth and clasps her hands together .,,,,,,,
126824259.jpg,1, A woman in a blue shirt has her hands folded on a colorful table .,,,,,,,
126824259.jpg,2, A woman dressed in blue clasps her hands together .,,,,,,,
126824259.jpg,3, A woman is being interviewed at her dining table .,,,,,,,
126824259.jpg,4, Girl in a blue sweater holding her own hands .,,,,,,,
1269021329.jpg,0, A woman works on a piece of computer equipment ,,,,,,,
1269021329.jpg,1, A woman with long brunette hair and a beige hoodie is standing near cabinets .,,,,,,,
1269021329.jpg,2, A woman in a yellow shirt works on repairing a computer monitor .,,,,,,,
1269021329.jpg,3, A lady in a brown jacket trying to grab something .,,,,,,,
1269021329.jpg,4, A woman is sticking her hand inside a container .,,,,,,,
1269022629.jpg,0, A skinny guy with long curly hair and glasses is wearing white gloves as he injects something in a bottle,,,,,,,
1269022629.jpg,1, A man wearing white gloves is working in a lab .,,,,,,,
1269022629.jpg,2, A male working in a lab with a hat on .,,,,,,,
1269022629.jpg,3, A man with gloves works in a lab .,,,,,,,
1269022629.jpg,4, A guy is working in a lab .,,,,,,,
1269470943.jpg,0, The little boy fell face first into the grass while playing football .,,,,,,,
1269470943.jpg,1, A boy laying on the grass face down with a football at his feet .,,,,,,,
1269470943.jpg,2, Boy is lying face down in the grass with his foot on a football .,,,,,,,
1269470943.jpg,3, A boy in blue with a football sprawls in the grass .,,,,,,,
1269470943.jpg,4, The boy is on the ground next to the football .,,,,,,,
1269844288.jpg,0, Woman adjusting her boot near a large crowd of people at an outdoor event .,,,,,,,
1269844288.jpg,1, Women bending over to adjust her boots with a large crowd in front of her .,,,,,,,
1269844288.jpg,2, A woman pulling up her socks underneath her gum boots .,,,,,,,
1269844288.jpg,3, A woman realigns her sock in a messy park .,,,,,,,
1269844288.jpg,4, people in the ground maybe working,,,,,,,
1271210445.jpg,0, A birthday celebration taking place for a girl who has reached age 5 .,,,,,,,
1271210445.jpg,1, Boy and his family celebrating his birthday with a brightly lit cake .,,,,,,,
1271210445.jpg,2, girls seated at table with a candle covered with lit candles,,,,,,,
1271210445.jpg,3, Woman and four little girls ,,,,,,,
1271210445.jpg,4, Smiling children gathered around a birthday cake,,,,,,,
127146749.jpg,0, A green train getting ready to enter a tunnel ,,,,,,,
127146749.jpg,1, This is a railroad engineer working on a green and red tourism train in a theme park .,,,,,,,
127146749.jpg,2, A man is sitting on a green train that is about to go through a tunnel .,,,,,,,
127146749.jpg,3, A small tourist train approaching a tunnel .,,,,,,,
127146749.jpg,4, A man driving a green miniature train .,,,,,,,
127149546.jpg,0, A man looking at the back of a computer wires inspecting the job he has done .,,,,,,,
127149546.jpg,1, A man in a white t-shirt is smiling as looking at something .,,,,,,,
127149546.jpg,2, A male smiles happily as he looks at many electronic cables .,,,,,,,
127149546.jpg,3, A young man looking at wires and cords behind a computer .,,,,,,,
127149546.jpg,4, Man looking at computer wires .,,,,,,,
1271579512.jpg,0, A casually dressed man has several flutes into which he is pouring champagne .,,,,,,,
1271579512.jpg,1, A man sits at a table and pours a drink into one of six glasses .,,,,,,,
1271579512.jpg,2, A man in a gray shirt is pouring a drink into a flute .,,,,,,,
1271579512.jpg,3, A man is pouring drinks at a table .,,,,,,,
1271579512.jpg,4, A man pours champagne into a glass .,,,,,,,
1271960365.jpg,0, A black dog runs after another black dog who is carrying a ball .,,,,,,,
1271960365.jpg,1, Two black dogs are trotting through an empty public area .,,,,,,,
1271960365.jpg,2, Two black dogs are running on pavement,,,,,,,
1271960365.jpg,3, Two dogs are playing on a hardscape .,,,,,,,
1271960365.jpg,4, Two black dogs running,,,,,,,
127257426.jpg,0, A young girl jumping off a concrete block ,,,,,,,
127257426.jpg,1, A girl in cargo pants and a green shirt jumps in front of a square stone .,,,,,,,
127257426.jpg,2, A girl jumping up in the air with her hands above her head .,,,,,,,
127257426.jpg,3, A girl in a green shirt jumps in the air .,,,,,,,
127257426.jpg,4, A young girl jumping up and down .,,,,,,,
1273001772.jpg,0, About 12 kids and a few adults get splashed by an off-camera source .,,,,,,,
1273001772.jpg,1, A group of children standing in a shallow pool of water .,,,,,,,
1273001772.jpg,2, A group of young kids play in the water on a sunny day .,,,,,,,
1273001772.jpg,3, A group of children are in a water fountain .,,,,,,,
1273001772.jpg,4, Children and adults play with a sprinkler .,,,,,,,
127332812.jpg,0, An native-looking older man is sitting and working on making an item that looks to be similar to his hat or bag which is beside him .,,,,,,,
127332812.jpg,1, An old man smiling at the camera in front of a rocky ,,,,,,,
127332812.jpg,2, There is an old man knitting hats while sitting on a pile of rocks .,,,,,,,
127332812.jpg,3, An old man in traditional costume seems to be in a cheerful mood .,,,,,,,
127332812.jpg,4, Old man sits on rocks while working with his hands .,,,,,,,
12736326.jpg,0, Blond-haired woman pulling apart a watermelon ,,,,,,,
12736326.jpg,1, A female with blond-hair is cutting a watermelon on a marble countertop .,,,,,,,
12736326.jpg,2, A woman in a light blue shirt with white sleeves cuts a watermelon .,,,,,,,
12736326.jpg,3, Waitress working in a restaurant cutting watermelon .,,,,,,,
12736326.jpg,4, A female cutting into a watermelon .,,,,,,,
1274268203.jpg,0, A crowd of men and women wait to board a train at a train station .,,,,,,,
1274268203.jpg,1, A large group of people waiting at a train station .,,,,,,,
1274268203.jpg,2, People are standing on a platform to board a train .,,,,,,,
1274268203.jpg,3, A group of people are walking toward a subway door .,,,,,,,
1274268203.jpg,4, A group of people wait to get on the subway .,,,,,,,
1274416519.jpg,0, A young child dressed in a yellow plaid shirt and a blue hat ,,,,,,,
1274416519.jpg,1, A little boy wearing a blue baseball cap is sitting on a dock overlooking the water .,,,,,,,
1274416519.jpg,2, A little boy in a yellow shirt and a blue hat sits on the dock .,,,,,,,
1274416519.jpg,3, A boy in a blue hat sit on a dock ,,,,,,,
1274416519.jpg,4, A boy in a blue cap is sitting by the dock .,,,,,,,
127449574.jpg,0, A boy in a gray hooded sweater ,,,,,,,
127449574.jpg,1, Children at an aquarium looking at different kinds of fish .,,,,,,,
127449574.jpg,2, A group of people are at an aquarium to view marine life .,,,,,,,
127449574.jpg,3, Groups of people observe fish in a large tank .,,,,,,,
127449574.jpg,4, People looking at fish at an aquarium .,,,,,,,
127450902.jpg,0, Crosscountry skiers are traveling towards the mountains at sunset .,,,,,,,
127450902.jpg,1, Beautiful snowy landscape with people treading through the snow .,,,,,,,
127450902.jpg,2, A winter landscape with four people walking in the snow .,,,,,,,
127450902.jpg,3, Four people walking across thick snow during a sunset .,,,,,,,
127450902.jpg,4, The sun is almost behind the snowy mountains .,,,,,,,
127480623.jpg,0, A man talks to several others behind a table in a restaurant kitchen .,,,,,,,
127480623.jpg,1, A man is putting in an order at the kitchen of a restaurant .,,,,,,,
127480623.jpg,2, There is a restaurant with a waiter and some cooks .,,,,,,,
127480623.jpg,3, A waiter presenting an order to the kitchen staff .,,,,,,,
127480623.jpg,4, A man placing an order at a restaurant .,,,,,,,
127488876.jpg,0, One man in red shirt and black pants with a man in white shirt and tan shorts ,,,,,,,
127488876.jpg,1, Two golfers are standing on the fairway looking off into the distance .,,,,,,,
127488876.jpg,2, Two golfers look off into the distance with hands blocking the sun .,,,,,,,
127488876.jpg,3, Tree in the foreground ,,,,,,,
127488876.jpg,4, Two men looking into the distance on a golf course .,,,,,,,
127489408.jpg,0, A woman in a blue shirt and pink sweater ,,,,,,,
127489408.jpg,1, A woman in a teal shirt and a beige cardigan looks away from the board game she is sitting in front of .,,,,,,,
127489408.jpg,2, A lady in a teal shirt is giving an odd look while playing a game .,,,,,,,
127489408.jpg,3, A woman is making a funny face while playing a board game .,,,,,,,
127489408.jpg,4, Woman makes a face while playing the board game Clue .,,,,,,,
127490019.jpg,0, A woman in shorts and a blue sleeveless shirt leans over a golf club .,,,,,,,
127490019.jpg,1, A woman wearing a blue shirt and hat with khaki shorts plays golf .,,,,,,,
127490019.jpg,2, A woman is taking a swing with a golf club .,,,,,,,
127490019.jpg,3, A girl is getting ready to swing the club .,,,,,,,
127490019.jpg,4, A woman wearing blue begins a golf swing .,,,,,,,
1275693139.jpg,0, A group of people wait in line in front of a counter .,,,,,,,
1275693139.jpg,1, People waiting in line for their favorite beverage .,,,,,,,
1275693139.jpg,2, Several people are standing in line at a counter .,,,,,,,
1275693139.jpg,3, A group of people in line at a music venue .,,,,,,,
1275693139.jpg,4, Customers wait in line at a store .,,,,,,,
1275832390.jpg,0, The person towards the right is wearing riot uniform while people seem to be filing out .,,,,,,,
1275832390.jpg,1, A military or police officer stands by as people pass in a public square .,,,,,,,
1275832390.jpg,2, A man keeps order on a crowded street of people .,,,,,,,
1275832390.jpg,3, Officer in riot gear observes demonstration .,,,,,,,
1275832390.jpg,4, a crowd of people crossing a street .,,,,,,,
127644661.jpg,0, A woman in a lavender sleeveless top and a nose ring is laughing while covering the eyes of another woman wearing a yellow striped shirt with her hands .,,,,,,,
127644661.jpg,1, A woman is covering the eyes of another woman and both women are laughing .,,,,,,,
127644661.jpg,2, A young lady is leading her friend to a surprise by covering their eyes .,,,,,,,
127644661.jpg,3, A woman in a red dress covers another woman 's eyes .,,,,,,,
127644661.jpg,4, A laughing woman covering the eyes of a man .,,,,,,,
127685074.jpg,0, A woman is reading a newspaper and a boy is resting his head on a seat in a rail car .,,,,,,,
127685074.jpg,1, A woman reading a newspaper and a man in a green jacket riding a train .,,,,,,,
127685074.jpg,2, A woman in a blue shirt reads a newspaper while riding on a train .,,,,,,,
127685074.jpg,3, A man and woman are sitting on a train looking to the right .,,,,,,,
127685074.jpg,4, Two passengers on a train gaze out window to their left .,,,,,,,
12770842.jpg,0, People sit in a crowded stadium watching some sort of event - there is a woman with red-hair in the foreground and in the bottom left corner two people stare directly at the picture taker .,,,,,,,
12770842.jpg,1, In a crowd at a stadium ,,,,,,,
12770842.jpg,2, A man in a white shirt ,,,,,,,
12770842.jpg,3, A man standing and cheering amongst a stadium of others sitting .,,,,,,,
12770842.jpg,4, A crowd in a stadium looks bored .,,,,,,,
1277185009.jpg,0, A topless person with a backpack is shown against on a pile of rocks with a cloudy background .,,,,,,,
1277185009.jpg,1, A man standing on a rocky mountain with gray clouds in the background .,,,,,,,
1277185009.jpg,2, A man without a shirt is walking on top of lots of rocks .,,,,,,,
1277185009.jpg,3, A shirtless man is walking on a rocky hill,,,,,,,
1277185009.jpg,4, A shirtless man with a backpack .,,,,,,,
1277743944.jpg,0, A boy dressed in khaki shorts and a red shirt runs on a beach with green ,,,,,,,
1277743944.jpg,1, Young boy in red runs on beach and passes white ,,,,,,,
1277743944.jpg,2, A boy wearing a red sweater runs along a colorful beach .,,,,,,,
1277743944.jpg,3, A boy wearing a red shirt runs along a beach .,,,,,,,
1277743944.jpg,4, A boy in a red sweater running on the beach,,,,,,,
1277949368.jpg,0, A tall gray pole behind which a person wearing an orange shirt is perched on the wall and hiding his or her face with one hand .,,,,,,,
1277949368.jpg,1, A person wearing a red long-sleeved shirt is lying down on a wall in front of a lamp post in a very unusual manner .,,,,,,,
1277949368.jpg,2, A man in an orange sweater and dark pants lies on a white wall next to a lamp post .,,,,,,,
1277949368.jpg,3, A man in an orange shirt is laying curled up on a concrete ledge behind a pole .,,,,,,,
1277949368.jpg,4, A person with a long-sleeve red shirt laying on a ledge .,,,,,,,
1278579569.jpg,0, A man and a lady ,,,,,,,
1278579569.jpg,1, Many people at an outdoor gathering with a guy and girl in the foreground .,,,,,,,
1278579569.jpg,2, A couple walking at a gathering with a balloon in the air behind them .,,,,,,,
1278579569.jpg,3, A man and woman are standing in a grassy area with other people .,,,,,,,
1278579569.jpg,4, A man in black shorts walks with a girl at a festival .,,,,,,,
